,type,acc,noise,opt
79,gc,0.7960987291032957,0.3,mean
80,gc,0.8060694787997089,0.4,mean
81,gc,0.7702636399877207,0.4,mean
82,gc,0.7910811060957625,0.4,mean
83,gc,0.7858886287013778,0.4,mean
84,gc,0.7956206116188461,0.4,mean
85,gc,0.8033487090316964,0.4,mean
86,gc,0.7532780263563884,0.4,mean
87,gc,0.8034805194187319,0.4,mean
88,gc,0.7952887171245929,0.4,mean
89,gc,0.7787703030067974,0.4,mean
90,gc,0.7598685695258741,0.4,mean
91,gc,0.7956696599414477,0.4,mean
92,gc,0.8043517595981321,0.4,mean
93,gc,0.795836999677328,0.4,mean
94,gc,0.7881815603159836,0.4,mean
95,gc,0.6547089587729863,0.4,mean
96,gc,0.8019530390969674,0.4,mean
97,gc,0.7917994412120822,0.4,mean
98,gc,0.7903486567124136,0.4,mean
99,gc,0.7955983879199158,0.4,mean
100,gc,0.780043398808072,0.5,mean
101,gc,0.7460004103782742,0.5,mean
102,gc,0.7877277407948675,0.5,mean
103,gc,0.7609340809551334,0.5,mean
104,gc,0.7775063348545151,0.5,mean
105,gc,0.7928512901548426,0.5,mean
106,gc,0.7050697745739833,0.5,mean
107,gc,0.7934118595509191,0.5,mean
108,gc,0.7694924016602647,0.5,mean
109,gc,0.7354625150268637,0.5,mean
110,gc,0.7160889741192437,0.5,mean
111,gc,0.7717189001490016,0.5,mean
112,gc,0.7984755464525886,0.5,mean
113,gc,0.7797108297278902,0.5,mean
114,gc,0.7687118496722305,0.5,mean
115,gc,0.5781552775846522,0.5,mean
116,gc,0.7813340787723548,0.5,mean
117,gc,0.7754813252493598,0.5,mean
118,gc,0.7645163993730428,0.5,mean
119,gc,0.7816153872428252,0.5,mean
120,gc,0.7368936949887683,0.6,mean
121,gc,0.7059513339259789,0.6,mean
122,gc,0.781172711822362,0.6,mean
123,gc,0.7288756644704347,0.6,mean
124,gc,0.7494632375152842,0.6,mean
125,gc,0.786490326789487,0.6,mean
126,gc,0.6472354444050769,0.6,mean
127,gc,0.7732718909773213,0.6,mean
128,gc,0.7290721819027398,0.6,mean
129,gc,0.6840123223449724,0.6,mean
130,gc,0.6604842578771153,0.6,mean
131,gc,0.7312942544528844,0.6,mean
132,gc,0.7831193824631848,0.6,mean
133,gc,0.7585557609055211,0.6,mean
134,gc,0.7426727545542917,0.6,mean
135,gc,0.49783496890913054,0.6,mean
136,gc,0.7488669826169688,0.6,mean
137,gc,0.7446619842138168,0.6,mean
138,gc,0.7238093897924376,0.6,mean
139,gc,0.7567748927487558,0.6,mean
140,gc,0.6733480367813456,0.7,mean
141,gc,0.6568929925104144,0.7,mean
142,gc,0.7636135428413142,0.7,mean
143,gc,0.6904981186262447,0.7,mean
144,gc,0.7046685728127382,0.7,mean
145,gc,0.7729336615073457,0.7,mean
146,gc,0.5854342735611361,0.7,mean
147,gc,0.7353642800683827,0.7,mean
148,gc,0.676859296027778,0.7,mean
149,gc,0.6227521438179967,0.7,mean
150,gc,0.6080696784978662,0.7,mean
151,gc,0.6879103469017801,0.7,mean
152,gc,0.7501866224105909,0.7,mean
153,gc,0.7239363950481136,0.7,mean
154,gc,0.709972873352155,0.7,mean
155,gc,0.4142454378884627,0.7,mean
156,gc,0.6991321307322237,0.7,mean
157,gc,0.7013417950660505,0.7,mean
158,gc,0.6783154085289322,0.7,mean
159,gc,0.723822165155469,0.7,mean
160,gc,0.5866664502789718,0.8,mean
161,gc,0.5844543787330787,0.8,mean
162,gc,0.7127880517677135,0.8,mean
163,gc,0.6234623221097192,0.8,mean
164,gc,0.6219622988029181,0.8,mean
165,gc,0.7457091844102839,0.8,mean
166,gc,0.5121110097790984,0.8,mean
167,gc,0.6533887726405061,0.8,mean
168,gc,0.5958742443909195,0.8,mean
169,gc,0.5430728489368948,0.8,mean
170,gc,0.5338365846679303,0.8,mean
171,gc,0.6126431833652992,0.8,mean
172,gc,0.6741782160042651,0.8,mean
173,gc,0.6616847250598611,0.8,mean
174,gc,0.6640618247010013,0.8,mean
175,gc,0.3308372557488026,0.8,mean
176,gc,0.6178097922366146,0.8,mean
177,gc,0.6392067518825062,0.8,mean
178,gc,0.5984128377658738,0.8,mean
179,gc,0.6586423852156925,0.8,mean
180,gc,0.49941803611117275,0.9,mean
181,gc,0.5057758995763713,0.9,mean
182,gc,0.6463736826962665,0.9,mean
183,gc,0.5507949160601896,0.9,mean
184,gc,0.5350133645171841,0.9,mean
185,gc,0.709636527021722,0.9,mean
186,gc,0.42828167845092746,0.9,mean
187,gc,0.5616535863044627,0.9,mean
188,gc,0.5152852884205019,0.9,mean
189,gc,0.47022017086719387,0.9,mean
190,gc,0.4630237822666185,0.9,mean
191,gc,0.5383791170966046,0.9,mean
192,gc,0.584623733267582,0.9,mean
193,gc,0.589206390787199,0.9,mean
194,gc,0.6091876453575162,0.9,mean
195,gc,0.274465608493649,0.9,mean
196,gc,0.5270452596602367,0.9,mean
197,gc,0.5759900304504704,0.9,mean
198,gc,0.5186647769269945,0.9,mean
199,gc,0.5802379099610347,0.9,mean
200,gc,0.4307757636040625,1.0,mean
201,gc,0.4315229393338795,1.0,mean
202,gc,0.5677085087677395,1.0,mean
203,gc,0.48501715508420506,1.0,mean
204,gc,0.44445464867767087,1.0,mean
205,gc,0.6595179935295808,1.0,mean
206,gc,0.3627670717631655,1.0,mean
207,gc,0.48134221218531364,1.0,mean
208,gc,0.4396477670181559,1.0,mean
209,gc,0.3988476642297333,1.0,mean
210,gc,0.3946896245909965,1.0,mean
211,gc,0.4605993718766778,1.0,mean
212,gc,0.49016428749982477,1.0,mean
213,gc,0.5168344614280755,1.0,mean
214,gc,0.546269987060775,1.0,mean
215,gc,0.23545441397344852,1.0,mean
216,gc,0.4406661609221345,1.0,mean
217,gc,0.5133132558014759,1.0,mean
218,gc,0.44077581577522124,1.0,mean
219,gc,0.5040602003777451,1.0,mean
