,Exponent,Truth Label,Predicted Label,Confidence
908,0.825,1,4,0.0015822784810126582
909,0.825,1,5,0.0
910,0.825,1,6,0.0
911,0.825,1,7,0.006329113924050633
912,0.825,2,0,0.007911392405063292
913,0.825,2,1,0.0
914,0.825,2,2,0.7215189873417721
915,0.825,2,3,0.0189873417721519
916,0.825,2,4,0.006329113924050633
917,0.825,2,5,0.0015822784810126582
918,0.825,2,6,0.04113924050632911
919,0.825,2,7,0.20253164556962025
920,0.825,3,0,0.014240506329113924
921,0.825,3,1,0.0015822784810126582
922,0.825,3,2,0.01740506329113924
923,0.825,3,3,0.6708860759493671
924,0.825,3,4,0.028481012658227847
925,0.825,3,5,0.0031645569620253164
926,0.825,3,6,0.006329113924050633
927,0.825,3,7,0.2579113924050633
928,0.825,4,0,
929,0.825,4,1,
930,0.825,4,2,
931,0.825,4,3,
932,0.825,4,4,
933,0.825,4,5,
934,0.825,4,6,
935,0.825,4,7,
936,0.825,5,0,
937,0.825,5,1,
938,0.825,5,2,
939,0.825,5,3,
940,0.825,5,4,
941,0.825,5,5,
942,0.825,5,6,
943,0.825,5,7,
944,0.825,6,0,
945,0.825,6,1,
946,0.825,6,2,
947,0.825,6,3,
948,0.825,6,4,
949,0.825,6,5,
950,0.825,6,6,
951,0.825,6,7,
952,0.825,7,0,
953,0.825,7,1,
954,0.825,7,2,
955,0.825,7,3,
956,0.825,7,4,
957,0.825,7,5,
958,0.825,7,6,
959,0.825,7,7,
960,0.875,0,0,0.7963576158940397
961,0.875,0,1,0.059602649006622516
962,0.875,0,2,0.008278145695364239
963,0.875,0,3,0.03642384105960265
964,0.875,0,4,0.008278145695364239
965,0.875,0,5,0.0
966,0.875,0,6,0.016556291390728478
967,0.875,0,7,0.07450331125827815
968,0.875,1,0,0.02152317880794702
969,0.875,1,1,0.9586092715231788
970,0.875,1,2,0.0016556291390728477
971,0.875,1,3,0.009933774834437087
972,0.875,1,4,0.0
973,0.875,1,5,0.0
974,0.875,1,6,0.006622516556291391
975,0.875,1,7,0.0016556291390728477
976,0.875,2,0,0.006622516556291391
977,0.875,2,1,0.0016556291390728477
978,0.875,2,2,0.46192052980132453
979,0.875,2,3,0.028145695364238412
980,0.875,2,4,0.004966887417218543
981,0.875,2,5,0.0033112582781456954
982,0.875,2,6,0.039735099337748346
983,0.875,2,7,0.45364238410596025
984,0.875,3,0,0.011589403973509934
985,0.875,3,1,0.0033112582781456954
986,0.875,3,2,0.05132450331125828
987,0.875,3,3,0.4105960264900662
988,0.875,3,4,0.029801324503311258
989,0.875,3,5,0.0016556291390728477
990,0.875,3,6,0.009933774834437087
991,0.875,3,7,0.4817880794701987
992,0.875,4,0,
993,0.875,4,1,
994,0.875,4,2,
995,0.875,4,3,
996,0.875,4,4,
997,0.875,4,5,
998,0.875,4,6,
999,0.875,4,7,
1000,0.875,5,0,
1001,0.875,5,1,
1002,0.875,5,2,
1003,0.875,5,3,
1004,0.875,5,4,
1005,0.875,5,5,
1006,0.875,5,6,
1007,0.875,5,7,
1008,0.875,6,0,
1009,0.875,6,1,
1010,0.875,6,2,
1011,0.875,6,3,
1012,0.875,6,4,
1013,0.875,6,5,
1014,0.875,6,6,
1015,0.875,6,7,
1016,0.875,7,0,
1017,0.875,7,1,
1018,0.875,7,2,
1019,0.875,7,3,
1020,0.875,7,4,
1021,0.875,7,5,
1022,0.875,7,6,
1023,0.875,7,7,
1024,0.925,0,0,
1025,0.925,0,1,
1026,0.925,0,2,
1027,0.925,0,3,
1028,0.925,0,4,
1029,0.925,0,5,
1030,0.925,0,6,
1031,0.925,0,7,
1032,0.925,1,0,
1033,0.925,1,1,
1034,0.925,1,2,
1035,0.925,1,3,
1036,0.925,1,4,
1037,0.925,1,5,
1038,0.925,1,6,
1039,0.925,1,7,
1040,0.925,2,0,
1041,0.925,2,1,
1042,0.925,2,2,
1043,0.925,2,3,
1044,0.925,2,4,
1045,0.925,2,5,
1046,0.925,2,6,
1047,0.925,2,7,
1048,0.925,3,0,
1049,0.925,3,1,
1050,0.925,3,2,
1051,0.925,3,3,
1052,0.925,3,4,
1053,0.925,3,5,
1054,0.925,3,6,
1055,0.925,3,7,
1056,0.925,4,0,
1057,0.925,4,1,
1058,0.925,4,2,
1059,0.925,4,3,
1060,0.925,4,4,
1061,0.925,4,5,
1062,0.925,4,6,
1063,0.925,4,7,
1064,0.925,5,0,
1065,0.925,5,1,
1066,0.925,5,2,
1067,0.925,5,3,
1068,0.925,5,4,
1069,0.925,5,5,
1070,0.925,5,6,
1071,0.925,5,7,
1072,0.925,6,0,
1073,0.925,6,1,
1074,0.925,6,2,
1075,0.925,6,3,
1076,0.925,6,4,
1077,0.925,6,5,
1078,0.925,6,6,
1079,0.925,6,7,
1080,0.925,7,0,
1081,0.925,7,1,
1082,0.925,7,2,
1083,0.925,7,3,
1084,0.925,7,4,
1085,0.925,7,5,
1086,0.925,7,6,
1087,0.925,7,7,
1088,0.975,0,0,
1089,0.975,0,1,
1090,0.975,0,2,
1091,0.975,0,3,
1092,0.975,0,4,
1093,0.975,0,5,
1094,0.975,0,6,
1095,0.975,0,7,
1096,0.975,1,0,
1097,0.975,1,1,
1098,0.975,1,2,
1099,0.975,1,3,
1100,0.975,1,4,
1101,0.975,1,5,
1102,0.975,1,6,
1103,0.975,1,7,
1104,0.975,2,0,
1105,0.975,2,1,
1106,0.975,2,2,
1107,0.975,2,3,
1108,0.975,2,4,
1109,0.975,2,5,
1110,0.975,2,6,
1111,0.975,2,7,
1112,0.975,3,0,
1113,0.975,3,1,
1114,0.975,3,2,
1115,0.975,3,3,
1116,0.975,3,4,
1117,0.975,3,5,
1118,0.975,3,6,
1119,0.975,3,7,
1120,0.975,4,0,
1121,0.975,4,1,
1122,0.975,4,2,
1123,0.975,4,3,
1124,0.975,4,4,
1125,0.975,4,5,
1126,0.975,4,6,
1127,0.975,4,7,
1128,0.975,5,0,
1129,0.975,5,1,
1130,0.975,5,2,
1131,0.975,5,3,
1132,0.975,5,4,
1133,0.975,5,5,
1134,0.975,5,6,
1135,0.975,5,7,
1136,0.975,6,0,
1137,0.975,6,1,
1138,0.975,6,2,
1139,0.975,6,3,
1140,0.975,6,4,
1141,0.975,6,5,
1142,0.975,6,6,
1143,0.975,6,7,
1144,0.975,7,0,0.0109
1145,0.975,7,1,0.0014
1146,0.975,7,2,0.0441
1147,0.975,7,3,0.0254
1148,0.975,7,4,0.0598
1149,0.975,7,5,0.0058
1150,0.975,7,6,0.0647
1151,0.975,7,7,0.7879
1152,1.025,0,0,
1153,1.025,0,1,
1154,1.025,0,2,
1155,1.025,0,3,
1156,1.025,0,4,
1157,1.025,0,5,
1158,1.025,0,6,
1159,1.025,0,7,
1160,1.025,1,0,
1161,1.025,1,1,
1162,1.025,1,2,
1163,1.025,1,3,
1164,1.025,1,4,
1165,1.025,1,5,
1166,1.025,1,6,
1167,1.025,1,7,
1168,1.025,2,0,
1169,1.025,2,1,
1170,1.025,2,2,
1171,1.025,2,3,
1172,1.025,2,4,
1173,1.025,2,5,
1174,1.025,2,6,
1175,1.025,2,7,
1176,1.025,3,0,
1177,1.025,3,1,
1178,1.025,3,2,
1179,1.025,3,3,
1180,1.025,3,4,
1181,1.025,3,5,
1182,1.025,3,6,
1183,1.025,3,7,
1184,1.025,4,0,
1185,1.025,4,1,
1186,1.025,4,2,
1187,1.025,4,3,
1188,1.025,4,4,
1189,1.025,4,5,
1190,1.025,4,6,
1191,1.025,4,7,
1192,1.025,5,0,
1193,1.025,5,1,
1194,1.025,5,2,
1195,1.025,5,3,
1196,1.025,5,4,
1197,1.025,5,5,
1198,1.025,5,6,
1199,1.025,5,7,
1200,1.025,6,0,
1201,1.025,6,1,
1202,1.025,6,2,
1203,1.025,6,3,
1204,1.025,6,4,
1205,1.025,6,5,
1206,1.025,6,6,
1207,1.025,6,7,
1208,1.025,7,0,
1209,1.025,7,1,
1210,1.025,7,2,
1211,1.025,7,3,
1212,1.025,7,4,
1213,1.025,7,5,
1214,1.025,7,6,
1215,1.025,7,7,
1216,1.0750000000000002,0,0,
1217,1.0750000000000002,0,1,
1218,1.0750000000000002,0,2,
1219,1.0750000000000002,0,3,
1220,1.0750000000000002,0,4,
1221,1.0750000000000002,0,5,
1222,1.0750000000000002,0,6,
1223,1.0750000000000002,0,7,
1224,1.0750000000000002,1,0,
1225,1.0750000000000002,1,1,
1226,1.0750000000000002,1,2,
1227,1.0750000000000002,1,3,
1228,1.0750000000000002,1,4,
1229,1.0750000000000002,1,5,
1230,1.0750000000000002,1,6,
1231,1.0750000000000002,1,7,
1232,1.0750000000000002,2,0,
1233,1.0750000000000002,2,1,
1234,1.0750000000000002,2,2,
1235,1.0750000000000002,2,3,
1236,1.0750000000000002,2,4,
1237,1.0750000000000002,2,5,
1238,1.0750000000000002,2,6,
1239,1.0750000000000002,2,7,
1240,1.0750000000000002,3,0,
1241,1.0750000000000002,3,1,
1242,1.0750000000000002,3,2,
1243,1.0750000000000002,3,3,
1244,1.0750000000000002,3,4,
1245,1.0750000000000002,3,5,
1246,1.0750000000000002,3,6,
1247,1.0750000000000002,3,7,
1248,1.0750000000000002,4,0,
1249,1.0750000000000002,4,1,
1250,1.0750000000000002,4,2,
1251,1.0750000000000002,4,3,
1252,1.0750000000000002,4,4,
1253,1.0750000000000002,4,5,
1254,1.0750000000000002,4,6,
1255,1.0750000000000002,4,7,
1256,1.0750000000000002,5,0,
1257,1.0750000000000002,5,1,
1258,1.0750000000000002,5,2,
1259,1.0750000000000002,5,3,
1260,1.0750000000000002,5,4,
1261,1.0750000000000002,5,5,
1262,1.0750000000000002,5,6,
1263,1.0750000000000002,5,7,
1264,1.0750000000000002,6,0,
1265,1.0750000000000002,6,1,
1266,1.0750000000000002,6,2,
1267,1.0750000000000002,6,3,
1268,1.0750000000000002,6,4,
1269,1.0750000000000002,6,5,
1270,1.0750000000000002,6,6,
1271,1.0750000000000002,6,7,
1272,1.0750000000000002,7,0,
1273,1.0750000000000002,7,1,
1274,1.0750000000000002,7,2,
1275,1.0750000000000002,7,3,
1276,1.0750000000000002,7,4,
1277,1.0750000000000002,7,5,
1278,1.0750000000000002,7,6,
1279,1.0750000000000002,7,7,
1280,1.125,0,0,
1281,1.125,0,1,
1282,1.125,0,2,
1283,1.125,0,3,
1284,1.125,0,4,
1285,1.125,0,5,
1286,1.125,0,6,
1287,1.125,0,7,
1288,1.125,1,0,
1289,1.125,1,1,
1290,1.125,1,2,
1291,1.125,1,3,
1292,1.125,1,4,
1293,1.125,1,5,
1294,1.125,1,6,
1295,1.125,1,7,
1296,1.125,2,0,
1297,1.125,2,1,
1298,1.125,2,2,
1299,1.125,2,3,
1300,1.125,2,4,
1301,1.125,2,5,
1302,1.125,2,6,
1303,1.125,2,7,
1304,1.125,3,0,
1305,1.125,3,1,
1306,1.125,3,2,
1307,1.125,3,3,
1308,1.125,3,4,
1309,1.125,3,5,
1310,1.125,3,6,
1311,1.125,3,7,
1312,1.125,4,0,0.003305785123966942
1313,1.125,4,1,0.0
1314,1.125,4,2,0.006611570247933884
1315,1.125,4,3,0.006611570247933884
1316,1.125,4,4,0.6413223140495867
1317,1.125,4,5,0.001652892561983471
1318,1.125,4,6,0.03966942148760331
1319,1.125,4,7,0.30082644628099175
1320,1.125,5,0,0.001652892561983471
1321,1.125,5,1,0.0
1322,1.125,5,2,0.0
1323,1.125,5,3,0.001652892561983471
1324,1.125,5,4,0.009917355371900827
1325,1.125,5,5,0.9652892561983472
1326,1.125,5,6,0.003305785123966942
1327,1.125,5,7,0.01818181818181818
1328,1.125,6,0,0.006611570247933884
1329,1.125,6,1,0.0
1330,1.125,6,2,0.02975206611570248
1331,1.125,6,3,0.006611570247933884
1332,1.125,6,4,0.03636363636363636
1333,1.125,6,5,0.0
1334,1.125,6,6,0.5074380165289256
1335,1.125,6,7,0.4132231404958678
1336,1.125,7,0,
1337,1.125,7,1,
1338,1.125,7,2,
1339,1.125,7,3,
1340,1.125,7,4,
1341,1.125,7,5,
1342,1.125,7,6,
1343,1.125,7,7,
1344,1.1749999999999998,0,0,
1345,1.1749999999999998,0,1,
1346,1.1749999999999998,0,2,
1347,1.1749999999999998,0,3,
1348,1.1749999999999998,0,4,
1349,1.1749999999999998,0,5,
1350,1.1749999999999998,0,6,
1351,1.1749999999999998,0,7,
1352,1.1749999999999998,1,0,
1353,1.1749999999999998,1,1,
1354,1.1749999999999998,1,2,
1355,1.1749999999999998,1,3,
1356,1.1749999999999998,1,4,
1357,1.1749999999999998,1,5,
1358,1.1749999999999998,1,6,
1359,1.1749999999999998,1,7,
1360,1.1749999999999998,2,0,
1361,1.1749999999999998,2,1,
1362,1.1749999999999998,2,2,
1363,1.1749999999999998,2,3,
1364,1.1749999999999998,2,4,
1365,1.1749999999999998,2,5,
1366,1.1749999999999998,2,6,
1367,1.1749999999999998,2,7,
1368,1.1749999999999998,3,0,
1369,1.1749999999999998,3,1,
1370,1.1749999999999998,3,2,
1371,1.1749999999999998,3,3,
1372,1.1749999999999998,3,4,
1373,1.1749999999999998,3,5,
1374,1.1749999999999998,3,6,
1375,1.1749999999999998,3,7,
1376,1.1749999999999998,4,0,0.003316749585406302
1377,1.1749999999999998,4,1,0.0
1378,1.1749999999999998,4,2,0.006633499170812604
1379,1.1749999999999998,4,3,0.011608623548922056
1380,1.1749999999999998,4,4,0.7694859038142621
1381,1.1749999999999998,4,5,0.013266998341625208
1382,1.1749999999999998,4,6,0.029850746268656716
1383,1.1749999999999998,4,7,0.16583747927031509
1384,1.1749999999999998,5,0,0.0
1385,1.1749999999999998,5,1,0.0
1386,1.1749999999999998,5,2,0.0
1387,1.1749999999999998,5,3,0.001658374792703151
1388,1.1749999999999998,5,4,0.009950248756218905
1389,1.1749999999999998,5,5,0.9701492537313433
1390,1.1749999999999998,5,6,0.006633499170812604
1391,1.1749999999999998,5,7,0.011608623548922056
1392,1.1749999999999998,6,0,0.009950248756218905
1393,1.1749999999999998,6,1,0.0
1394,1.1749999999999998,6,2,0.01658374792703151
1395,1.1749999999999998,6,3,0.001658374792703151
1396,1.1749999999999998,6,4,0.03648424543946932
1397,1.1749999999999998,6,5,0.003316749585406302
1398,1.1749999999999998,6,6,0.6882255389718076
1399,1.1749999999999998,6,7,0.24378109452736318
1400,1.1749999999999998,7,0,
1401,1.1749999999999998,7,1,
1402,1.1749999999999998,7,2,
1403,1.1749999999999998,7,3,
1404,1.1749999999999998,7,4,
1405,1.1749999999999998,7,5,
1406,1.1749999999999998,7,6,
1407,1.1749999999999998,7,7,
1408,1.225,0,0,
1409,1.225,0,1,
1410,1.225,0,2,
1411,1.225,0,3,
1412,1.225,0,4,
1413,1.225,0,5,
1414,1.225,0,6,
1415,1.225,0,7,
1416,1.225,1,0,
1417,1.225,1,1,
1418,1.225,1,2,
1419,1.225,1,3,
1420,1.225,1,4,
1421,1.225,1,5,
1422,1.225,1,6,
1423,1.225,1,7,
1424,1.225,2,0,
1425,1.225,2,1,
1426,1.225,2,2,
1427,1.225,2,3,
1428,1.225,2,4,
1429,1.225,2,5,
1430,1.225,2,6,
1431,1.225,2,7,
1432,1.225,3,0,
1433,1.225,3,1,
1434,1.225,3,2,
1435,1.225,3,3,
1436,1.225,3,4,
1437,1.225,3,5,
1438,1.225,3,6,
1439,1.225,3,7,
1440,1.225,4,0,0.0
1441,1.225,4,1,0.0
1442,1.225,4,2,0.007716049382716049
1443,1.225,4,3,0.009259259259259259
1444,1.225,4,4,0.8271604938271605
1445,1.225,4,5,0.009259259259259259
1446,1.225,4,6,0.027777777777777776
1447,1.225,4,7,0.11882716049382716
1448,1.225,5,0,0.0
1449,1.225,5,1,0.0
1450,1.225,5,2,0.0
1451,1.225,5,3,0.0015432098765432098
1452,1.225,5,4,0.009259259259259259
1453,1.225,5,5,0.9799382716049383
1454,1.225,5,6,0.0015432098765432098
1455,1.225,5,7,0.007716049382716049
1456,1.225,6,0,0.0
1457,1.225,6,1,0.0
1458,1.225,6,2,0.012345679012345678
1459,1.225,6,3,0.0030864197530864196
1460,1.225,6,4,0.010802469135802469
1461,1.225,6,5,0.006172839506172839
1462,1.225,6,6,0.8395061728395061
1463,1.225,6,7,0.12808641975308643
1464,1.225,7,0,
1465,1.225,7,1,
1466,1.225,7,2,
1467,1.225,7,3,
1468,1.225,7,4,
1469,1.225,7,5,
1470,1.225,7,6,
1471,1.225,7,7,
1472,1.275,0,0,
1473,1.275,0,1,
1474,1.275,0,2,
1475,1.275,0,3,
1476,1.275,0,4,
1477,1.275,0,5,
1478,1.275,0,6,
1479,1.275,0,7,
1480,1.275,1,0,
1481,1.275,1,1,
1482,1.275,1,2,
1483,1.275,1,3,
1484,1.275,1,4,
1485,1.275,1,5,
1486,1.275,1,6,
1487,1.275,1,7,
1488,1.275,2,0,
1489,1.275,2,1,
1490,1.275,2,2,
1491,1.275,2,3,
1492,1.275,2,4,
1493,1.275,2,5,
1494,1.275,2,6,
1495,1.275,2,7,
1496,1.275,3,0,
1497,1.275,3,1,
1498,1.275,3,2,
1499,1.275,3,3,
1500,1.275,3,4,
1501,1.275,3,5,
1502,1.275,3,6,
1503,1.275,3,7,
1504,1.275,4,0,0.0015313935681470138
1505,1.275,4,1,0.0015313935681470138
1506,1.275,4,2,0.004594180704441042
1507,1.275,4,3,0.0
1508,1.275,4,4,0.8637059724349158
1509,1.275,4,5,0.021439509954058193
1510,1.275,4,6,0.022970903522205207
1511,1.275,4,7,0.08422664624808576
1512,1.275,5,0,0.0
1513,1.275,5,1,0.0
1514,1.275,5,2,0.0
1515,1.275,5,3,0.0015313935681470138
1516,1.275,5,4,0.015313935681470138
1517,1.275,5,5,0.9709035222052067
1518,1.275,5,6,0.007656967840735069
1519,1.275,5,7,0.004594180704441042
1520,1.275,6,0,0.0
1521,1.275,6,1,0.0
1522,1.275,6,2,0.021439509954058193
1523,1.275,6,3,0.004594180704441042
1524,1.275,6,4,0.016845329249617153
1525,1.275,6,5,0.0030627871362940277
1526,1.275,6,6,0.889739663093415
1527,1.275,6,7,0.06431852986217458
1528,1.275,7,0,
1529,1.275,7,1,
1530,1.275,7,2,
1531,1.275,7,3,
1532,1.275,7,4,
1533,1.275,7,5,
1534,1.275,7,6,
1535,1.275,7,7,
1536,1.3250000000000002,0,0,
1537,1.3250000000000002,0,1,
1538,1.3250000000000002,0,2,
1539,1.3250000000000002,0,3,
1540,1.3250000000000002,0,4,
1541,1.3250000000000002,0,5,
1542,1.3250000000000002,0,6,
1543,1.3250000000000002,0,7,
1544,1.3250000000000002,1,0,
1545,1.3250000000000002,1,1,
1546,1.3250000000000002,1,2,
1547,1.3250000000000002,1,3,
1548,1.3250000000000002,1,4,
1549,1.3250000000000002,1,5,
1550,1.3250000000000002,1,6,
1551,1.3250000000000002,1,7,
1552,1.3250000000000002,2,0,
1553,1.3250000000000002,2,1,
1554,1.3250000000000002,2,2,
1555,1.3250000000000002,2,3,
1556,1.3250000000000002,2,4,
1557,1.3250000000000002,2,5,
1558,1.3250000000000002,2,6,
1559,1.3250000000000002,2,7,
1560,1.3250000000000002,3,0,
1561,1.3250000000000002,3,1,
1562,1.3250000000000002,3,2,
1563,1.3250000000000002,3,3,
1564,1.3250000000000002,3,4,
1565,1.3250000000000002,3,5,
1566,1.3250000000000002,3,6,
1567,1.3250000000000002,3,7,
1568,1.3250000000000002,4,0,0.0
1569,1.3250000000000002,4,1,0.0015360983102918587
1570,1.3250000000000002,4,2,0.0
1571,1.3250000000000002,4,3,0.01228878648233487
1572,1.3250000000000002,4,4,0.9001536098310292
1573,1.3250000000000002,4,5,0.015360983102918587
1574,1.3250000000000002,4,6,0.015360983102918587
1575,1.3250000000000002,4,7,0.055299539170506916
1576,1.3250000000000002,5,0,0.0
1577,1.3250000000000002,5,1,0.0
1578,1.3250000000000002,5,2,0.0
1579,1.3250000000000002,5,3,0.0
1580,1.3250000000000002,5,4,0.018433179723502304
1581,1.3250000000000002,5,5,0.9692780337941628
1582,1.3250000000000002,5,6,0.0030721966205837174
1583,1.3250000000000002,5,7,0.009216589861751152
1584,1.3250000000000002,6,0,0.0015360983102918587
1585,1.3250000000000002,6,1,0.0015360983102918587
1586,1.3250000000000002,6,2,0.007680491551459293
1587,1.3250000000000002,6,3,0.0030721966205837174
1588,1.3250000000000002,6,4,0.004608294930875576
1589,1.3250000000000002,6,5,0.0
1590,1.3250000000000002,6,6,0.9231950844854071
1591,1.3250000000000002,6,7,0.05837173579109063
1592,1.3250000000000002,7,0,
1593,1.3250000000000002,7,1,
1594,1.3250000000000002,7,2,
1595,1.3250000000000002,7,3,
1596,1.3250000000000002,7,4,
1597,1.3250000000000002,7,5,
1598,1.3250000000000002,7,6,
1599,1.3250000000000002,7,7,
1600,1.375,0,0,
1601,1.375,0,1,
1602,1.375,0,2,
1603,1.375,0,3,
1604,1.375,0,4,
1605,1.375,0,5,
1606,1.375,0,6,
1607,1.375,0,7,
1608,1.375,1,0,
1609,1.375,1,1,
1610,1.375,1,2,
1611,1.375,1,3,
1612,1.375,1,4,
1613,1.375,1,5,
1614,1.375,1,6,
1615,1.375,1,7,
1616,1.375,2,0,
1617,1.375,2,1,
1618,1.375,2,2,
1619,1.375,2,3,
1620,1.375,2,4,
1621,1.375,2,5,
1622,1.375,2,6,
1623,1.375,2,7,
1624,1.375,3,0,
1625,1.375,3,1,
1626,1.375,3,2,
1627,1.375,3,3,
1628,1.375,3,4,
1629,1.375,3,5,
1630,1.375,3,6,
1631,1.375,3,7,
1632,1.375,4,0,0.0
1633,1.375,4,1,0.0
1634,1.375,4,2,0.0
1635,1.375,4,3,0.006042296072507553
1636,1.375,4,4,0.9169184290030211
1637,1.375,4,5,0.01661631419939577
1638,1.375,4,6,0.015105740181268883
1639,1.375,4,7,0.045317220543806644
1640,1.375,5,0,0.0
1641,1.375,5,1,0.0
1642,1.375,5,2,0.0015105740181268882
1643,1.375,5,3,0.0015105740181268882
1644,1.375,5,4,0.010574018126888218
1645,1.375,5,5,0.9788519637462235
1646,1.375,5,6,0.0015105740181268882
1647,1.375,5,7,0.006042296072507553
1648,1.375,6,0,0.0
1649,1.375,6,1,0.0
1650,1.375,6,2,0.0075528700906344415
1651,1.375,6,3,0.0030211480362537764
1652,1.375,6,4,0.0075528700906344415
1653,1.375,6,5,0.004531722054380665
1654,1.375,6,6,0.9546827794561934
1655,1.375,6,7,0.022658610271903322
1656,1.375,7,0,
1657,1.375,7,1,
1658,1.375,7,2,
1659,1.375,7,3,
1660,1.375,7,4,
1661,1.375,7,5,
1662,1.375,7,6,
1663,1.375,7,7,
1664,1.4249999999999998,0,0,
1665,1.4249999999999998,0,1,
1666,1.4249999999999998,0,2,
1667,1.4249999999999998,0,3,
1668,1.4249999999999998,0,4,
1669,1.4249999999999998,0,5,
1670,1.4249999999999998,0,6,
1671,1.4249999999999998,0,7,
1672,1.4249999999999998,1,0,
1673,1.4249999999999998,1,1,
1674,1.4249999999999998,1,2,
1675,1.4249999999999998,1,3,
1676,1.4249999999999998,1,4,
1677,1.4249999999999998,1,5,
1678,1.4249999999999998,1,6,
1679,1.4249999999999998,1,7,
1680,1.4249999999999998,2,0,
1681,1.4249999999999998,2,1,
1682,1.4249999999999998,2,2,
1683,1.4249999999999998,2,3,
1684,1.4249999999999998,2,4,
1685,1.4249999999999998,2,5,
1686,1.4249999999999998,2,6,
1687,1.4249999999999998,2,7,
1688,1.4249999999999998,3,0,
1689,1.4249999999999998,3,1,
1690,1.4249999999999998,3,2,
1691,1.4249999999999998,3,3,
1692,1.4249999999999998,3,4,
1693,1.4249999999999998,3,5,
1694,1.4249999999999998,3,6,
1695,1.4249999999999998,3,7,
1696,1.4249999999999998,4,0,0.0016501650165016502
1697,1.4249999999999998,4,1,0.0
1698,1.4249999999999998,4,2,0.0
1699,1.4249999999999998,4,3,0.0049504950495049506
1700,1.4249999999999998,4,4,0.9537953795379538
1701,1.4249999999999998,4,5,0.018151815181518153
1702,1.4249999999999998,4,6,0.009900990099009901
1703,1.4249999999999998,4,7,0.01155115511551155
1704,1.4249999999999998,5,0,0.0
1705,1.4249999999999998,5,1,0.0
1706,1.4249999999999998,5,2,0.0016501650165016502
1707,1.4249999999999998,5,3,0.0
1708,1.4249999999999998,5,4,0.013201320132013201
1709,1.4249999999999998,5,5,0.976897689768977
1710,1.4249999999999998,5,6,0.0049504950495049506
1711,1.4249999999999998,5,7,0.0033003300330033004
1712,1.4249999999999998,6,0,0.0016501650165016502
1713,1.4249999999999998,6,1,0.0016501650165016502
1714,1.4249999999999998,6,2,0.0049504950495049506
1715,1.4249999999999998,6,3,0.0016501650165016502
1716,1.4249999999999998,6,4,0.006600660066006601
1717,1.4249999999999998,6,5,0.0016501650165016502
1718,1.4249999999999998,6,6,0.9620462046204621
1719,1.4249999999999998,6,7,0.019801980198019802
1720,1.4249999999999998,7,0,
1721,1.4249999999999998,7,1,
1722,1.4249999999999998,7,2,
1723,1.4249999999999998,7,3,
1724,1.4249999999999998,7,4,
1725,1.4249999999999998,7,5,
1726,1.4249999999999998,7,6,
1727,1.4249999999999998,7,7,
1728,1.475,0,0,
1729,1.475,0,1,
1730,1.475,0,2,
1731,1.475,0,3,
1732,1.475,0,4,
1733,1.475,0,5,
1734,1.475,0,6,
1735,1.475,0,7,
1736,1.475,1,0,
1737,1.475,1,1,
1738,1.475,1,2,
1739,1.475,1,3,
1740,1.475,1,4,
1741,1.475,1,5,
1742,1.475,1,6,
1743,1.475,1,7,
1744,1.475,2,0,
1745,1.475,2,1,
1746,1.475,2,2,
1747,1.475,2,3,
1748,1.475,2,4,
1749,1.475,2,5,
1750,1.475,2,6,
1751,1.475,2,7,
1752,1.475,3,0,
1753,1.475,3,1,
1754,1.475,3,2,
1755,1.475,3,3,
1756,1.475,3,4,
1757,1.475,3,5,
1758,1.475,3,6,
1759,1.475,3,7,
1760,1.475,4,0,0.0032520325203252032
1761,1.475,4,1,0.0
1762,1.475,4,2,0.0016260162601626016
1763,1.475,4,3,0.0032520325203252032
1764,1.475,4,4,0.9642276422764228
1765,1.475,4,5,0.016260162601626018
1766,1.475,4,6,0.0032520325203252032
1767,1.475,4,7,0.008130081300813009
1768,1.475,5,0,0.0
1769,1.475,5,1,0.0
1770,1.475,5,2,0.0
1771,1.475,5,3,0.0016260162601626016
1772,1.475,5,4,0.004878048780487805
1773,1.475,5,5,0.9853658536585366
1774,1.475,5,6,0.004878048780487805
1775,1.475,5,7,0.0032520325203252032
1776,1.475,6,0,0.0032520325203252032
1777,1.475,6,1,0.0
1778,1.475,6,2,0.0065040650406504065
1779,1.475,6,3,0.0
1780,1.475,6,4,0.0032520325203252032
1781,1.475,6,5,0.0016260162601626016
1782,1.475,6,6,0.9691056910569106
1783,1.475,6,7,0.016260162601626018
1784,1.475,7,0,
1785,1.475,7,1,
1786,1.475,7,2,
1787,1.475,7,3,
1788,1.475,7,4,
1789,1.475,7,5,
1790,1.475,7,6,
1791,1.475,7,7,
1792,1.525,0,0,
1793,1.525,0,1,
1794,1.525,0,2,
1795,1.525,0,3,
1796,1.525,0,4,
1797,1.525,0,5,
1798,1.525,0,6,
1799,1.525,0,7,
1800,1.525,1,0,
1801,1.525,1,1,
1802,1.525,1,2,
1803,1.525,1,3,
1804,1.525,1,4,
1805,1.525,1,5,
1806,1.525,1,6,
1807,1.525,1,7,
1808,1.525,2,0,
1809,1.525,2,1,
1810,1.525,2,2,
1811,1.525,2,3,
1812,1.525,2,4,
1813,1.525,2,5,
1814,1.525,2,6,
1815,1.525,2,7,
1816,1.525,3,0,
1817,1.525,3,1,
1818,1.525,3,2,
1819,1.525,3,3,
1820,1.525,3,4,
1821,1.525,3,5,
1822,1.525,3,6,
1823,1.525,3,7,
1824,1.525,4,0,0.0
1825,1.525,4,1,0.0
